order_id,client_id,product_id,sku,quantity,item_price,item_margin_pct
SO_000000024,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000025,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000026,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000027,CL_0001,P_CL_0001_004,0001-004-T86,2,31.18,0.3551
SO_000000028,CL_0001,P_CL_0001_012,0001-012-N51,2,69.05,0.3601
SO_000000029,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000029,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000030,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000030,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000031,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000032,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000033,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000034,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000035,CL_0001,P_CL_0001_011,0001-011-M44,2,37.34,0.4180
SO_000000036,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000037,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000038,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000039,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000040,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000041,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000042,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000043,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000044,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000045,CL_0001,P_CL_0001_014,0001-014-I33,3,41.91,0.3972
SO_000000045,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000046,CL_0001,P_CL_0001_010,0001-010-Z49,2,61.30,0.4598
SO_000000047,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000048,CL_0001,P_CL_0001_005,0001-005-N49,3,29.60,0.4342
SO_000000048,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000049,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000049,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000049,CL_0001,P_CL_0001_005,0001-005-N49,2,29.60,0.4342
SO_000000049,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000050,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000050,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000051,CL_0001,P_CL_0001_005,0001-005-N49,2,29.60,0.4342
SO_000000052,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000053,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000054,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000055,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000056,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000057,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000058,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000058,CL_0001,P_CL_0001_015,0001-015-D30,2,37.28,0.3923
SO_000000059,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000059,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000059,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000060,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000060,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000061,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000062,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000062,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000063,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000063,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000064,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000065,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000066,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000066,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000066,CL_0001,P_CL_0001_008,0001-008-W68,2,38.50,0.4475
SO_000000066,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000067,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000068,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000069,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000069,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000070,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000070,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000070,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000071,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000071,CL_0001,P_CL_0001_005,0001-005-N49,2,29.60,0.4342
SO_000000071,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000072,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000073,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000073,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000073,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000074,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000074,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000075,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000076,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000077,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000078,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000079,CL_0001,P_CL_0001_012,0001-012-N51,3,69.05,0.3601
SO_000000079,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000080,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000081,CL_0001,P_CL_0001_007,0001-007-O98,3,59.03,0.4040
SO_000000082,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000082,CL_0001,P_CL_0001_001,0001-001-A83,2,40.03,0.4039
SO_000000083,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000084,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000085,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000086,CL_0001,P_CL_0001_013,0001-013-I83,2,59.21,0.4626
SO_000000087,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000087,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000088,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000089,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000090,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000091,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000092,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000093,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000094,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000095,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000095,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000095,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000096,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000097,CL_0001,P_CL_0001_013,0001-013-I83,2,59.21,0.4626
SO_000000098,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000098,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000099,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000099,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000100,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000100,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000101,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000102,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000103,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000104,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000105,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000106,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000106,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000107,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000108,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000108,CL_0001,P_CL_0001_006,0001-006-G90,1,46.47,0.3629
SO_000000109,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000110,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000110,CL_0001,P_CL_0001_011,0001-011-M44,2,37.34,0.4180
SO_000000111,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000111,CL_0001,P_CL_0001_014,0001-014-I33,3,41.91,0.3972
SO_000000112,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000113,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000113,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000113,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000114,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000115,CL_0001,P_CL_0001_015,0001-015-D30,2,37.28,0.3923
SO_000000116,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000116,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000117,CL_0001,P_CL_0001_015,0001-015-D30,2,37.28,0.3923
SO_000000118,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000119,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000119,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000120,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000121,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000122,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000123,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000124,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000124,CL_0001,P_CL_0001_008,0001-008-W68,3,38.50,0.4475
SO_000000124,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000125,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000126,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000127,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000128,CL_0001,P_CL_0001_003,0001-003-Z82,2,39.30,0.3270
SO_000000128,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000129,CL_0001,P_CL_0001_010,0001-010-Z49,2,61.30,0.4598
SO_000000130,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000131,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000132,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000132,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000133,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000134,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000134,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000135,CL_0001,P_CL_0001_006,0001-006-G90,1,46.47,0.3629
SO_000000135,CL_0001,P_CL_0001_009,0001-009-R38,3,49.49,0.4917
SO_000000136,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000137,CL_0001,P_CL_0001_011,0001-011-M44,2,37.34,0.4180
SO_000000138,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000139,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000139,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000140,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000140,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000140,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000141,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000141,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000142,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000142,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000143,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000144,CL_0001,P_CL_0001_005,0001-005-N49,3,29.60,0.4342
SO_000000145,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000146,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000147,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000148,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000148,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000148,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000149,CL_0001,P_CL_0001_013,0001-013-I83,3,59.21,0.4626
SO_000000150,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000150,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000151,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000152,CL_0001,P_CL_0001_007,0001-007-O98,2,59.03,0.4040
SO_000000153,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000154,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000155,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000156,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000157,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000158,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000158,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000158,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000159,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000160,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000161,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000162,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000163,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000164,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000165,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000165,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000166,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000166,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000166,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000167,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000168,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000168,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000168,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000169,CL_0001,P_CL_0001_004,0001-004-T86,3,31.18,0.3551
SO_000000169,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000170,CL_0001,P_CL_0001_006,0001-006-G90,1,46.47,0.3629
SO_000000170,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000171,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000171,CL_0001,P_CL_0001_005,0001-005-N49,3,29.60,0.4342
SO_000000171,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000172,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000172,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000172,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000173,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000174,CL_0001,P_CL_0001_014,0001-014-I33,2,41.91,0.3972
SO_000000175,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000175,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000176,CL_0001,P_CL_0001_009,0001-009-R38,1,49.49,0.4917
SO_000000177,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000177,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000178,CL_0001,P_CL_0001_001,0001-001-A83,2,40.03,0.4039
SO_000000178,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000178,CL_0001,P_CL_0001_006,0001-006-G90,2,46.47,0.3629
SO_000000179,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000180,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000181,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000181,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000182,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000182,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000183,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000184,CL_0001,P_CL_0001_007,0001-007-O98,3,59.03,0.4040
SO_000000185,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000185,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000185,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000185,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000186,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000187,CL_0001,P_CL_0001_008,0001-008-W68,1,38.50,0.4475
SO_000000188,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000189,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000190,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000191,CL_0001,P_CL_0001_014,0001-014-I33,1,41.91,0.3972
SO_000000192,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000192,CL_0001,P_CL_0001_014,0001-014-I33,3,41.91,0.3972
SO_000000193,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000194,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000195,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000196,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000197,CL_0001,P_CL_0001_009,0001-009-R38,2,49.49,0.4917
SO_000000197,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000197,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000198,CL_0001,P_CL_0001_006,0001-006-G90,1,46.47,0.3629
SO_000000198,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000199,CL_0001,P_CL_0001_004,0001-004-T86,1,31.18,0.3551
SO_000000199,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000199,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000200,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000201,CL_0001,P_CL_0001_003,0001-003-Z82,1,39.30,0.3270
SO_000000202,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000203,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000203,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000204,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000204,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000205,CL_0001,P_CL_0001_008,0001-008-W68,2,38.50,0.4475
SO_000000205,CL_0001,P_CL_0001_013,0001-013-I83,2,59.21,0.4626
SO_000000205,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000206,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
SO_000000207,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000208,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000209,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000210,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000210,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000210,CL_0001,P_CL_0001_015,0001-015-D30,1,37.28,0.3923
SO_000000211,CL_0001,P_CL_0001_002,0001-002-I71,1,27.74,0.4744
SO_000000212,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000213,CL_0001,P_CL_0001_001,0001-001-A83,1,40.03,0.4039
SO_000000213,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000214,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000214,CL_0001,P_CL_0001_002,0001-002-I71,2,27.74,0.4744
SO_000000215,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000216,CL_0001,P_CL_0001_008,0001-008-W68,2,38.50,0.4475
SO_000000216,CL_0001,P_CL_0001_006,0001-006-G90,1,46.47,0.3629
SO_000000217,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000218,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000218,CL_0001,P_CL_0001_011,0001-011-M44,1,37.34,0.4180
SO_000000219,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000219,CL_0001,P_CL_0001_012,0001-012-N51,1,69.05,0.3601
SO_000000220,CL_0001,P_CL_0001_013,0001-013-I83,1,59.21,0.4626
SO_000000221,CL_0001,P_CL_0001_003,0001-003-Z82,2,39.30,0.3270
SO_000000221,CL_0001,P_CL_0001_009,0001-009-R38,2,49.49,0.4917
SO_000000222,CL_0001,P_CL_0001_005,0001-005-N49,1,29.60,0.4342
SO_000000223,CL_0001,P_CL_0001_010,0001-010-Z49,1,61.30,0.4598
SO_000000223,CL_0001,P_CL_0001_007,0001-007-O98,1,59.03,0.4040
