product_id,client_id,sku,product_name,product_category,price,margin_pct,active_flag
P_CL_0004_013,CL_0004,0004-013-X18,Signature Bed,Pet Supplies,57.04,0.7581,true
P_CL_0004_014,CL_0004,0004-014-B94,Eco Bowl,Pet Supplies,58.93,0.7287,true
P_CL_0004_015,CL_0004,0004-015-P61,Performance Treat,Pet Supplies,104.10,0.8056,true
P_CL_0005_001,CL_0005,0005-001-C26,Daily Sauce,Food & Beverage,161.57,0.7985,true
P_CL_0005_002,CL_0005,0005-002-T77,Daily Tea,Food & Beverage,115.63,0.7643,true
P_CL_0005_003,CL_0005,0005-003-Y80,Classic Coffee,Food & Beverage,99.58,0.7596,true
P_CL_0005_004,CL_0005,0005-004-O61,Performance Sauce,Food & Beverage,125.75,0.8195,true
P_CL_0005_005,CL_0005,0005-005-P18,Premium Tea,Food & Beverage,72.86,0.8400,true
P_CL_0005_006,CL_0005,0005-006-L26,Eco Coffee,Food & Beverage,86.70,0.6856,false
P_CL_0005_007,CL_0005,0005-007-V64,Core Bar,Food & Beverage,120.22,0.8673,true
P_CL_0005_008,CL_0005,0005-008-Q37,Ultra Tea,Food & Beverage,145.14,0.8049,true
P_CL_0005_009,CL_0005,0005-009-I83,Classic Coffee,Food & Beverage,93.35,0.8350,true
P_CL_0005_010,CL_0005,0005-010-U81,Core Bar,Food & Beverage,80.94,0.7954,true
P_CL_0005_011,CL_0005,0005-011-K54,Core Tea,Food & Beverage,136.70,0.7099,true
P_CL_0005_012,CL_0005,0005-012-X91,Core Sauce,Food & Beverage,172.76,0.6920,true
P_CL_0005_013,CL_0005,0005-013-X51,Pro Sauce,Food & Beverage,86.35,0.7928,true
P_CL_0005_014,CL_0005,0005-014-T16,Premium Snack,Food & Beverage,141.57,0.7280,true
P_CL_0005_015,CL_0005,0005-015-Q24,Essential Sauce,Food & Beverage,71.90,0.7596,true
P_CL_0006_001,CL_0006,0006-001-V49,Core Bowl,Pet Supplies,84.47,0.3677,false
P_CL_0006_002,CL_0006,0006-002-E42,Daily Treat,Pet Supplies,118.15,0.3892,true
P_CL_0006_003,CL_0006,0006-003-M78,Classic Bed,Pet Supplies,113.93,0.4237,true
P_CL_0006_004,CL_0006,0006-004-A68,Premium Harness,Pet Supplies,117.02,0.4960,true
P_CL_0006_005,CL_0006,0006-005-U63,Daily Bowl,Pet Supplies,78.87,0.3466,true
P_CL_0006_006,CL_0006,0006-006-W56,Premium Harness,Pet Supplies,121.67,0.4109,true
P_CL_0006_007,CL_0006,0006-007-Q20,Performance Bed,Pet Supplies,65.62,0.4977,true
P_CL_0006_008,CL_0006,0006-008-D77,Eco Toy,Pet Supplies,98.98,0.3624,true
P_CL_0006_009,CL_0006,0006-009-U28,Classic Harness,Pet Supplies,85.09,0.3442,true
P_CL_0006_010,CL_0006,0006-010-F90,Signature Toy,Pet Supplies,73.31,0.4164,true
P_CL_0006_011,CL_0006,0006-011-S92,Pro Bowl,Pet Supplies,53.20,0.3882,false
P_CL_0006_012,CL_0006,0006-012-J45,Pro Harness,Pet Supplies,122.58,0.3348,true
P_CL_0006_013,CL_0006,0006-013-B17,Essential Harness,Pet Supplies,87.67,0.4899,true
P_CL_0006_014,CL_0006,0006-014-R15,Signature Treat,Pet Supplies,50.36,0.5054,true
P_CL_0006_015,CL_0006,0006-015-P74,Ultra Toy,Pet Supplies,88.07,0.5151,true
P_CL_0007_001,CL_0007,0007-001-B41,Signature Dumbbell,Fitness,101.48,0.7819,true
P_CL_0007_002,CL_0007,0007-002-L46,Performance Bottle,Fitness,149.23,0.6655,true
P_CL_0007_003,CL_0007,0007-003-K22,Eco Bottle,Fitness,133.43,0.7194,true
P_CL_0007_004,CL_0007,0007-004-K20,Pro Bottle,Fitness,61.17,0.7164,true
P_CL_0007_005,CL_0007,0007-005-T20,Daily Dumbbell,Fitness,65.26,0.6955,true
P_CL_0007_006,CL_0007,0007-006-V99,Eco Dumbbell,Fitness,57.27,0.6024,true
P_CL_0007_007,CL_0007,0007-007-G53,Signature Bottle,Fitness,99.95,0.6221,false
P_CL_0007_008,CL_0007,0007-008-Z22,Eco Band,Fitness,155.19,0.7379,true
P_CL_0007_009,CL_0007,0007-009-E86,Performance Bottle,Fitness,129.55,0.6146,true
P_CL_0007_010,CL_0007,0007-010-F66,Core Bottle,Fitness,114.15,0.6659,true
P_CL_0007_011,CL_0007,0007-011-Z67,Classic Band,Fitness,42.40,0.6905,true
P_CL_0007_012,CL_0007,0007-012-G57,Pro Roller,Fitness,50.18,0.7806,true
P_CL_0007_013,CL_0007,0007-013-F35,Pro Dumbbell,Fitness,56.74,0.6114,true
P_CL_0007_014,CL_0007,0007-014-R23,Eco Roller,Fitness,76.28,0.7539,true
P_CL_0007_015,CL_0007,0007-015-N21,Classic Band,Fitness,129.47,0.7470,true
P_CL_0008_001,CL_0008,0008-001-M74,Essential Lamp,Home Goods,40.82,0.5119,false
P_CL_0008_002,CL_0008,0008-002-W93,Essential Organizer,Home Goods,49.97,0.6230,true
P_CL_0008_003,CL_0008,0008-003-P99,Ultra Organizer,Home Goods,35.43,0.6165,true
P_CL_0008_004,CL_0008,0008-004-E80,Pro Candle,Home Goods,72.09,0.5703,true
P_CL_0008_005,CL_0008,0008-005-D16,Classic Organizer,Home Goods,54.85,0.5487,true
P_CL_0008_006,CL_0008,0008-006-R12,Eco Planter,Home Goods,67.24,0.5797,true
P_CL_0008_007,CL_0008,0008-007-T55,Classic Organizer,Home Goods,33.51,0.5788,true
P_CL_0008_008,CL_0008,0008-008-R74,Eco Lamp,Home Goods,24.77,0.5755,true
P_CL_0008_009,CL_0008,0008-009-M57,Daily Planter,Home Goods,81.34,0.6142,true
P_CL_0008_010,CL_0008,0008-010-Y84,Essential Lamp,Home Goods,45.08,0.4914,true
P_CL_0008_011,CL_0008,0008-011-F97,Signature Organizer,Home Goods,19.50,0.6609,true
P_CL_0008_012,CL_0008,0008-012-O14,Daily Throw,Home Goods,49.11,0.5050,true
P_CL_0008_013,CL_0008,0008-013-J75,Performance Lamp,Home Goods,54.35,0.6625,true
P_CL_0008_014,CL_0008,0008-014-Y16,Essential Organizer,Home Goods,58.17,0.5193,true
P_CL_0008_015,CL_0008,0008-015-X66,Performance Planter,Home Goods,25.38,0.5325,true
P_CL_0009_001,CL_0009,0009-001-C64,Premium Earring,Jewelry,120.36,0.5078,false
P_CL_0009_002,CL_0009,0009-002-K23,Premium Necklace,Jewelry,81.17,0.4873,true
P_CL_0009_003,CL_0009,0009-003-L67,Core Earring,Jewelry,61.96,0.5671,true
P_CL_0009_004,CL_0009,0009-004-I91,Core Charm,Jewelry,92.13,0.4367,true
P_CL_0009_005,CL_0009,0009-005-A28,Pro Bracelet,Jewelry,102.22,0.5573,true
P_CL_0009_006,CL_0009,0009-006-Y92,Essential Necklace,Jewelry,138.22,0.4941,false
P_CL_0009_007,CL_0009,0009-007-L66,Premium Ring,Jewelry,69.65,0.5365,true
P_CL_0009_008,CL_0009,0009-008-I41,Premium Earring,Jewelry,65.42,0.4269,true
P_CL_0009_009,CL_0009,0009-009-I67,Classic Charm,Jewelry,94.93,0.6210,true
P_CL_0009_010,CL_0009,0009-010-E19,Signature Earring,Jewelry,125.89,0.4562,true
P_CL_0009_011,CL_0009,0009-011-V54,Premium Ring,Jewelry,154.98,0.5317,true
P_CL_0009_012,CL_0009,0009-012-W99,Ultra Bracelet,Jewelry,66.98,0.5804,true
P_CL_0009_013,CL_0009,0009-013-P13,Essential Ring,Jewelry,80.45,0.5325,true
P_CL_0009_014,CL_0009,0009-014-C18,Daily Charm,Jewelry,125.34,0.5013,true
P_CL_0009_015,CL_0009,0009-015-C26,Essential Earring,Jewelry,106.83,0.5502,true
P_CL_0010_001,CL_0010,0010-001-Y80,Pro Vitamin,Supplements,19.02,0.4505,false
P_CL_0010_002,CL_0010,0010-002-Q29,Daily Creatine,Supplements,36.03,0.4470,true
P_CL_0010_003,CL_0010,0010-003-Q46,Premium Greens,Supplements,22.02,0.4642,true
P_CL_0010_004,CL_0010,0010-004-C74,Ultra Vitamin,Supplements,26.78,0.5325,true
P_CL_0010_005,CL_0010,0010-005-X87,Essential Greens,Supplements,18.22,0.5826,true
P_CL_0010_006,CL_0010,0010-006-I93,Classic Protein,Supplements,51.08,0.5675,true
P_CL_0010_007,CL_0010,0010-007-U79,Daily Protein,Supplements,24.05,0.5425,true
P_CL_0010_008,CL_0010,0010-008-C98,Core Greens,Supplements,20.28,0.4457,true
P_CL_0010_009,CL_0010,0010-009-T28,Essential Creatine,Supplements,30.40,0.5864,true
P_CL_0010_010,CL_0010,0010-010-R23,Essential Collagen,Supplements,24.71,0.4624,true
P_CL_0010_011,CL_0010,0010-011-D16,Daily Creatine,Supplements,38.75,0.6032,true
P_CL_0010_012,CL_0010,0010-012-K83,Essential Creatine,Supplements,36.65,0.4521,true
P_CL_0010_013,CL_0010,0010-013-J73,Core Vitamin,Supplements,25.41,0.4321,true
P_CL_0010_014,CL_0010,0010-014-B46,Signature Creatine,Supplements,21.81,0.5336,true
P_CL_0010_015,CL_0010,0010-015-A23,Performance Creatine,Supplements,38.96,0.4409,true
P_CL_0011_001,CL_0011,0011-001-S81,Classic Cream,Beauty,61.61,0.4688,true
P_CL_0011_002,CL_0011,0011-002-Y80,Daily Toner,Beauty,107.82,0.5614,true
P_CL_0011_003,CL_0011,0011-003-Z53,Eco Mask,Beauty,149.89,0.5841,true
P_CL_0011_004,CL_0011,0011-004-M74,Core Cleanser,Beauty,81.57,0.4054,true
P_CL_0011_005,CL_0011,0011-005-Q27,Essential Cream,Beauty,62.15,0.5826,true
P_CL_0011_006,CL_0011,0011-006-X48,Pro Toner,Beauty,65.40,0.4636,true
P_CL_0011_007,CL_0011,0011-007-A57,Essential Mask,Beauty,69.22,0.5311,false
P_CL_0011_008,CL_0011,0011-008-X98,Core Mask,Beauty,97.36,0.5157,true
P_CL_0011_009,CL_0011,0011-009-F77,Pro Mask,Beauty,81.30,0.5512,true
P_CL_0011_010,CL_0011,0011-010-W24,Classic Cleanser,Beauty,112.50,0.4001,true
P_CL_0011_011,CL_0011,0011-011-T70,Core Cleanser,Beauty,105.33,0.5375,true
P_CL_0011_012,CL_0011,0011-012-V71,Eco Mask,Beauty,130.21,0.4717,false
P_CL_0011_013,CL_0011,0011-013-Y97,Daily Toner,Beauty,58.66,0.5183,true
P_CL_0011_014,CL_0011,0011-014-J38,Daily Cleanser,Beauty,126.90,0.5505,true
P_CL_0011_015,CL_0011,0011-015-Z45,Daily Toner,Beauty,76.32,0.4207,true
P_CL_0012_001,CL_0012,0012-001-M54,Ultra Creatine,Supplements,120.32,0.5264,true
P_CL_0012_002,CL_0012,0012-002-P37,Classic Protein,Supplements,93.97,0.6339,true
P_CL_0012_003,CL_0012,0012-003-E23,Pro Vitamin,Supplements,91.98,0.6165,true
P_CL_0012_004,CL_0012,0012-004-B22,Performance Protein,Supplements,54.12,0.5344,true
P_CL_0012_005,CL_0012,0012-005-R30,Performance Greens,Supplements,149.56,0.5989,true
P_CL_0012_006,CL_0012,0012-006-K46,Core Creatine,Supplements,118.80,0.6499,true
P_CL_0012_007,CL_0012,0012-007-X14,Ultra Vitamin,Supplements,180.50,0.5519,true
P_CL_0012_008,CL_0012,0012-008-X47,Core Protein,Supplements,49.51,0.4702,true
P_CL_0012_009,CL_0012,0012-009-K46,Signature Protein,Supplements,90.89,0.6661,true
P_CL_0012_010,CL_0012,0012-010-I34,Premium Creatine,Supplements,94.53,0.5344,true
P_CL_0012_011,CL_0012,0012-011-A53,Daily Collagen,Supplements,105.16,0.5819,true
P_CL_0012_012,CL_0012,0012-012-N75,Essential Greens,Supplements,75.15,0.4856,true
P_CL_0012_013,CL_0012,0012-013-P51,Classic Greens,Supplements,53.72,0.4697,true
P_CL_0012_014,CL_0012,0012-014-X83,Core Creatine,Supplements,101.60,0.5206,true
P_CL_0012_015,CL_0012,0012-015-D69,Daily Greens,Supplements,140.46,0.5002,true
P_CL_0013_001,CL_0013,0013-001-L88,Classic Bracelet,Jewelry,33.61,0.3419,true
P_CL_0013_002,CL_0013,0013-002-T57,Performance Necklace,Jewelry,39.59,0.4385,true
P_CL_0013_003,CL_0013,0013-003-V86,Premium Charm,Jewelry,66.24,0.4032,true
P_CL_0013_004,CL_0013,0013-004-S24,Core Bracelet,Jewelry,72.86,0.4639,true
P_CL_0013_005,CL_0013,0013-005-Q66,Premium Necklace,Jewelry,71.07,0.4342,true
P_CL_0013_006,CL_0013,0013-006-Q67,Core Earring,Jewelry,106.88,0.3888,true
P_CL_0013_007,CL_0013,0013-007-J12,Performance Earring,Jewelry,41.00,0.3490,true
P_CL_0013_008,CL_0013,0013-008-B64,Essential Necklace,Jewelry,53.92,0.4382,true
P_CL_0013_009,CL_0013,0013-009-B46,Performance Ring,Jewelry,83.47,0.3341,true
P_CL_0013_010,CL_0013,0013-010-M67,Performance Earring,Jewelry,88.58,0.3732,true
P_CL_0013_011,CL_0013,0013-011-R60,Eco Charm,Jewelry,96.38,0.3236,false
P_CL_0013_012,CL_0013,0013-012-J69,Eco Ring,Jewelry,49.35,0.3829,true
P_CL_0013_013,CL_0013,0013-013-X24,Core Necklace,Jewelry,74.37,0.4600,true
P_CL_0013_014,CL_0013,0013-014-C22,Pro Ring,Jewelry,92.62,0.3048,true
P_CL_0013_015,CL_0013,0013-015-R37,Core Ring,Jewelry,98.24,0.3261,false
P_CL_0014_001,CL_0014,0014-001-X83,Essential Bottle,Baby,29.47,0.5699,true
P_CL_0014_002,CL_0014,0014-002-Q38,Performance Onesie,Baby,58.46,0.5145,true
P_CL_0014_003,CL_0014,0014-003-F90,Performance Toy,Baby,9.64,0.5656,true
P_CL_0014_004,CL_0014,0014-004-K99,Performance Onesie,Baby,18.48,0.5361,true
P_CL_0014_005,CL_0014,0014-005-P40,Classic Bottle,Baby,15.71,0.5145,true
P_CL_0014_006,CL_0014,0014-006-R77,Ultra Carrier,Baby,8.00,0.5321,true
P_CL_0014_007,CL_0014,0014-007-O57,Premium Onesie,Baby,22.14,0.5615,true
P_CL_0014_008,CL_0014,0014-008-C34,Pro Blanket,Baby,35.51,0.5993,true
P_CL_0014_009,CL_0014,0014-009-K48,Core Carrier,Baby,33.17,0.4968,true
P_CL_0014_010,CL_0014,0014-010-W87,Classic Blanket,Baby,28.76,0.5337,true
P_CL_0014_011,CL_0014,0014-011-M69,Eco Onesie,Baby,9.95,0.5841,true
P_CL_0014_012,CL_0014,0014-012-X70,Essential Onesie,Baby,29.53,0.6373,true
P_CL_0014_013,CL_0014,0014-013-H28,Core Carrier,Baby,50.89,0.5066,false
P_CL_0014_014,CL_0014,0014-014-H58,Pro Toy,Baby,27.28,0.6211,true
P_CL_0014_015,CL_0014,0014-015-P92,Signature Onesie,Baby,46.07,0.5466,true
P_CL_0015_001,CL_0015,0015-001-R92,Core Bracelet,Jewelry,110.56,0.5264,true
P_CL_0015_002,CL_0015,0015-002-V16,Core Ring,Jewelry,41.23,0.5041,true
P_CL_0015_003,CL_0015,0015-003-O57,Core Necklace,Jewelry,136.44,0.5452,true
P_CL_0015_004,CL_0015,0015-004-V72,Core Charm,Jewelry,77.90,0.4229,true
P_CL_0015_005,CL_0015,0015-005-J12,Eco Ring,Jewelry,131.19,0.5842,true
P_CL_0015_006,CL_0015,0015-006-D77,Ultra Necklace,Jewelry,97.31,0.4698,true
P_CL_0015_007,CL_0015,0015-007-L61,Signature Bracelet,Jewelry,67.68,0.5346,false
P_CL_0015_008,CL_0015,0015-008-C93,Core Necklace,Jewelry,122.50,0.4403,true
P_CL_0015_009,CL_0015,0015-009-C73,Performance Charm,Jewelry,66.96,0.5506,true
P_CL_0015_010,CL_0015,0015-010-B39,Classic Ring,Jewelry,42.24,0.6019,true
P_CL_0015_011,CL_0015,0015-011-I79,Pro Charm,Jewelry,95.92,0.5532,true
P_CL_0015_012,CL_0015,0015-012-G85,Ultra Bracelet,Jewelry,138.18,0.5721,true
P_CL_0015_013,CL_0015,0015-013-S59,Eco Earring,Jewelry,57.29,0.4879,true
P_CL_0015_014,CL_0015,0015-014-W20,Eco Necklace,Jewelry,96.49,0.5707,true
P_CL_0015_015,CL_0015,0015-015-Y88,Pro Ring,Jewelry,100.79,0.5009,true
P_CL_0016_001,CL_0016,0016-001-Z67,Signature Lamp,Home Goods,52.09,0.5486,true
P_CL_0016_002,CL_0016,0016-002-C89,Daily Planter,Home Goods,65.08,0.6626,true
P_CL_0016_003,CL_0016,0016-003-M91,Ultra Lamp,Home Goods,64.27,0.6509,true
P_CL_0016_004,CL_0016,0016-004-Y44,Premium Lamp,Home Goods,121.48,0.5295,true
P_CL_0016_005,CL_0016,0016-005-Q62,Premium Planter,Home Goods,62.54,0.5083,true
P_CL_0016_006,CL_0016,0016-006-A47,Performance Lamp,Home Goods,74.61,0.5806,true
P_CL_0016_007,CL_0016,0016-007-H83,Eco Candle,Home Goods,21.55,0.5369,true
P_CL_0016_008,CL_0016,0016-008-F65,Daily Throw,Home Goods,86.06,0.5872,true
P_CL_0016_009,CL_0016,0016-009-H90,Signature Lamp,Home Goods,90.11,0.6218,true
P_CL_0016_010,CL_0016,0016-010-T58,Essential Lamp,Home Goods,116.54,0.5910,true
P_CL_0016_011,CL_0016,0016-011-K87,Classic Candle,Home Goods,99.87,0.5988,true
P_CL_0016_012,CL_0016,0016-012-P83,Classic Planter,Home Goods,46.46,0.5682,true
P_CL_0016_013,CL_0016,0016-013-S35,Pro Planter,Home Goods,105.95,0.7025,true
P_CL_0016_014,CL_0016,0016-014-G66,Daily Candle,Home Goods,105.80,0.6693,true
P_CL_0016_015,CL_0016,0016-015-E91,Daily Planter,Home Goods,22.82,0.5514,true
P_CL_0017_001,CL_0017,0017-001-P84,Performance Jacket,Apparel,64.21,0.6446,false
P_CL_0017_002,CL_0017,0017-002-Z56,Eco Jacket,Apparel,56.36,0.6565,true
P_CL_0017_003,CL_0017,0017-003-U88,Core Tee,Apparel,30.80,0.6503,true
P_CL_0017_004,CL_0017,0017-004-K65,Premium Jacket,Apparel,24.01,0.5398,true
P_CL_0017_005,CL_0017,0017-005-H67,Essential Legging,Apparel,21.80,0.6159,true
P_CL_0017_006,CL_0017,0017-006-E54,Core Legging,Apparel,32.35,0.6343,true
P_CL_0017_007,CL_0017,0017-007-J53,Signature Tee,Apparel,66.38,0.6946,true
P_CL_0017_008,CL_0017,0017-008-O99,Signature Jogger,Apparel,42.14,0.6015,true
P_CL_0017_009,CL_0017,0017-009-Z31,Classic Tee,Apparel,64.91,0.6409,true
P_CL_0017_010,CL_0017,0017-010-O39,Performance Jogger,Apparel,45.76,0.6637,true
P_CL_0017_011,CL_0017,0017-011-O85,Performance Jacket,Apparel,45.43,0.6155,true
P_CL_0017_012,CL_0017,0017-012-W18,Pro Hoodie,Apparel,30.57,0.5581,true
P_CL_0017_013,CL_0017,0017-013-V72,Eco Hoodie,Apparel,49.98,0.7309,true
P_CL_0017_014,CL_0017,0017-014-S24,Essential Jacket,Apparel,44.94,0.6081,true
P_CL_0017_015,CL_0017,0017-015-T85,Premium Hoodie,Apparel,32.78,0.6721,true
P_CL_0018_001,CL_0018,0018-001-F57,Ultra Bottle,Baby,29.95,0.5376,true
P_CL_0018_002,CL_0018,0018-002-R98,Ultra Bottle,Baby,21.51,0.5464,true
P_CL_0018_003,CL_0018,0018-003-O89,Core Bottle,Baby,44.01,0.6085,false
P_CL_0018_004,CL_0018,0018-004-Q93,Signature Carrier,Baby,49.70,0.5172,true
P_CL_0018_005,CL_0018,0018-005-C82,Core Carrier,Baby,13.53,0.5946,true
P_CL_0018_006,CL_0018,0018-006-O82,Signature Blanket,Baby,32.54,0.5453,true
P_CL_0018_007,CL_0018,0018-007-R56,Eco Blanket,Baby,36.07,0.5999,true
P_CL_0018_008,CL_0018,0018-008-U41,Daily Carrier,Baby,33.04,0.6104,true
P_CL_0018_009,CL_0018,0018-009-C66,Premium Onesie,Baby,34.36,0.5905,true
P_CL_0018_010,CL_0018,0018-010-N31,Pro Toy,Baby,33.34,0.4632,true
P_CL_0018_011,CL_0018,0018-011-S54,Eco Bottle,Baby,17.20,0.4916,true
P_CL_0018_012,CL_0018,0018-012-Q96,Premium Onesie,Baby,20.01,0.4625,true
P_CL_0018_013,CL_0018,0018-013-I93,Ultra Carrier,Baby,32.58,0.5757,true
P_CL_0018_014,CL_0018,0018-014-V60,Signature Bottle,Baby,32.36,0.4638,true
P_CL_0018_015,CL_0018,0018-015-C91,Premium Carrier,Baby,22.85,0.5160,true
P_CL_0019_001,CL_0019,0019-001-Y21,Signature Dumbbell,Fitness,67.90,0.4240,true
P_CL_0019_002,CL_0019,0019-002-M37,Performance Mat,Fitness,79.54,0.4620,true
P_CL_0019_003,CL_0019,0019-003-S72,Essential Dumbbell,Fitness,60.18,0.4758,true
P_CL_0019_004,CL_0019,0019-004-Z68,Core Mat,Fitness,160.32,0.3218,true
P_CL_0019_005,CL_0019,0019-005-W26,Daily Roller,Fitness,121.53,0.3288,false
P_CL_0019_006,CL_0019,0019-006-L42,Premium Dumbbell,Fitness,134.64,0.3714,true
P_CL_0019_007,CL_0019,0019-007-Y39,Performance Band,Fitness,116.56,0.4281,true
P_CL_0019_008,CL_0019,0019-008-C26,Pro Mat,Fitness,94.40,0.3422,true
P_CL_0019_009,CL_0019,0019-009-N98,Ultra Mat,Fitness,143.27,0.3925,true
P_CL_0019_010,CL_0019,0019-010-D23,Essential Mat,Fitness,90.06,0.3705,true
P_CL_0019_011,CL_0019,0019-011-V28,Premium Roller,Fitness,78.60,0.4031,true
P_CL_0019_012,CL_0019,0019-012-X37,Ultra Band,Fitness,86.76,0.4810,true
P_CL_0019_013,CL_0019,0019-013-Y25,Pro Roller,Fitness,83.28,0.4430,true
P_CL_0019_014,CL_0019,0019-014-E41,Daily Roller,Fitness,115.10,0.4259,true
P_CL_0019_015,CL_0019,0019-015-W13,Daily Bottle,Fitness,57.13,0.3381,true
P_CL_0020_001,CL_0020,0020-001-J92,Core Cleanser,Beauty,15.41,0.8365,true
P_CL_0020_002,CL_0020,0020-002-T19,Eco Cleanser,Beauty,32.24,0.8574,true
P_CL_0020_003,CL_0020,0020-003-E59,Pro Cream,Beauty,24.83,0.7639,true
